33.498 -2.4646004427704427e-05 -0.004005458135678789
33.498 -2.3172598332329986e-05 -0.004009151839724856
33.498 -2.315004094362999e-05 -0.0040110231925497425
33.498 -2.3226716029715877e-05 -0.004012459655402054
33.498 -2.310923529799669e-05 -0.00401409241204298
33.505 -2.3036798738496067e-05 -0.004014022658301412
33.515 -2.0294757632835503e-05 -0.004017899940522063
33.525 -2.238092261636071e-05 -0.0040170725200294605
33.535 -2.243649115162699e-05 -0.004017884954952867
33.545 -2.2500822711823965e-05 -0.004017984526068997
33.555 -2.3370038291316286e-05 -0.004019636646275197
33.565 -2.3446056285021666e-05 -0.0040200084184958875
33.575 -2.1871230523155816e-05 -0.004021151589958791
33.585 -2.188297716228249e-05 -0.004021571296058359
33.595 -2.2051955314246474e-05 -0.004022902623591769
33.605 -2.2777834557757837e-05 -0.004024906387999667
33.615 -2.2838889242010607e-05 -0.004025015228701085
33.625 -2.4496746862334717e-05 -0.004025859933186831
33.635 -2.478442282678739e-05 -0.0040272828822151404
33.645 -2.3619905345828585e-05 -0.004031584131637124
33.655 -2.307690587843858e-05 -0.004033143729612208
33.665 -2.413167435823954e-05 -0.004034010195346089
33.675 -2.3108948539893315e-05 -0.004035722756070733
33.685 -2.364393762450262e-05 -0.004036352751255536
33.695 -2.0828352699550634e-05 -0.004039774312744508
33.705 -2.3062226667071306e-05 -0.004039086188247198
33.715 -2.2702389173755166e-05 -0.0040400908362962255
33.725 -2.2894415668980872e-05 -0.004039918400074058
33.735 -2.340103062856147e-05 -0.004041842292617587
33.745 -2.40085941771509e-05 -0.004041898951084679
33.755 -2.2191271818960967e-05 -0.00404327763607196
33.765 -2.2206361737574232e-05 -0.004043706198661401
33.775 -2.2373589489602108e-05 -0.00404466401576143
33.785 -2.2919457117097364e-05 -0.0040467600063550935
33.795 -2.293473451485395e-05 -0.004046888689007017
33.805 -2.538866123694833e-05 -0.004048083163473026
33.815 -2.4904179703001683e-05 -0.0040491033844512695
33.825 -2.365837425211126e-05 -0.004053079217909226
33.835 -2.3391416547301203e-05 -0.0040550470756332176
33.845 -2.4929836863168964e-05 -0.004055729075452913
33.855 -2.3553458530493898e-05 -0.004057531269404672
33.865 -2.355473243911832e-05 -0.004058377880388515
33.875 -2.135980700300466e-05 -0.004061639598904467
33.885 -2.389377775786905e-05 -0.00406148734196485
33.895 -2.2899547937570153e-05 -0.004062315069499629
33.905 -2.2948837491598706e-05 -0.0040628353527278685
33.915 -2.3265131262842353e-05 -0.004063991623472026
33.925 -2.4397812620528814e-05 -0.004063987648710039
33.935 -2.252220261268062e-05 -0.004065384251323798
33.945 -2.260577541492864e-05 -0.004065890848172674
33.955 -2.2312672949172108e-05 -0.004066693257755583
33.965 -2.30579788199764e-05 -0.004068389535237055
33.975 -2.3675108245906074e-05 -0.004069247338938584
33.985 -2.557012423646393e-05 -0.00407019890552763
33.995 -2.5186520121796285e-05 -0.004070804606488601
34.005 -2.3767020194694066e-05 -0.004074536798318995
34.015 -2.3675731639437314e-05 -0.0040767371889014045
34.025 -2.532263635635079e-05 -0.004077575147702697
34.035 -2.4261816742067455e-05 -0.004079526257673364
34.045 -2.382034805920724e-05 -0.004080584408462305
34.055 -2.183779737730679e-05 -0.004083105250232144
34.065 -2.429578840494606e-05 -0.004083774346853102
34.075 -2.327588926592794e-05 -0.004084414773795686
